timestamp,userId,dayOfWeek,hourOfDay,minuteOfHour,device_activity,device_batteryLevel,device_screenActive,device_appInForeground,device_audioPlaying,responseTime
2025-03-28 00:19:10.166180,user_8,4,0,19,0.11754915170725677,0.15187708015311008,1,0,0,93.70954221499444
2025-03-28 00:23:57.972703,user_2,4,0,23,0.05848051467651183,0.1245619893843466,0,1,1,116.44714962492768
2025-03-28 01:59:57.428905,user_7,4,1,59,0.83200388942409,0.9942074622165136,1,0,1,177.2855104696077
2025-03-28 02:17:20.707350,user_4,4,2,17,0.31657888275507295,0.27517366685833516,1,1,1,129.75776617410105
2025-03-28 02:19:24.769350,user_9,4,2,19,0.6489377450211782,0.577142730013785,1,1,0,74.93019288693264
2025-03-28 02:29:48.528321,user_5,4,2,29,0.8497680218923663,0.959074062477136,0,0,1,822.9852773232552
2025-03-28 02:45:19.231396,user_10,4,2,45,0.5013875025914557,0.14565295730994585,0,1,1,581.207794307485
2025-03-28 02:45:19.972322,user_3,4,2,45,0.5075950367969997,0.6053567137704539,1,1,0,81.792346242249
2025-03-28 02:56:06.515197,user_4,4,2,56,0.5666195181215309,0.8070550764506859,0,1,1,424.7183566618667
2025-03-28 03:16:20.518671,user_1,4,3,16,0.35666099410345464,0.1492775382812129,0,0,1,137.2454767488581
2025-03-28 03:26:41.841545,user_4,4,3,26,0.8542208044589602,0.5932635014409979,0,0,1,752.8511070242841
2025-03-28 03:30:34.304095,user_5,4,3,30,0.048185902533417035,0.34573050017652013,0,0,1,478.0255554543669
2025-03-28 03:33:36.690878,user_4,4,3,33,0.716650900132654,0.11408999300730487,1,1,0,507.7680112576915
2025-03-28 03:37:42.130450,user_7,4,3,37,0.30291140252272786,0.8881464762004684,0,1,0,34.10536177785907
2025-03-28 03:50:42.052259,user_6,4,3,50,0.7891524003459482,0.8684500383460164,1,0,0,74.80202681375903
2025-03-28 04:37:18.754953,user_4,4,4,37,0.6287686424285625,0.7607399591503189,0,0,0,108.61525248818887
2025-03-28 04:56:21.717385,user_2,4,4,56,0.32933320925084153,0.5170411847966164,1,1,0,187.46423603153727
2025-03-28 05:45:07.402044,user_4,4,5,45,0.906103192674012,0.17560878466752838,1,1,1,486.6407149793044
2025-03-28 05:46:52.758116,user_4,4,5,46,0.6330075272180476,0.8309673340748732,1,0,0,265.07633265774393
2025-03-28 06:03:31.879992,user_6,4,6,3,0.3135482456605766,0.49610680219216585,0,1,1,502.01509610032616
2025-03-28 06:15:17.819994,user_10,4,6,15,0.3843175265522132,0.5734594995116363,1,0,0,116.75384341619507
2025-03-28 06:24:35.594538,user_2,4,6,24,0.8405446178271073,0.5217702479352183,1,1,0,206.32335319179282
2025-03-28 06:49:08.652754,user_10,4,6,49,0.45929744776825576,0.4490731839839467,0,0,0,45.44597935330303
2025-03-28 06:49:53.872690,user_5,4,6,49,0.3186404728557426,0.9721120541969619,1,0,1,311.1567546727579
2025-03-28 06:55:46.043880,user_6,4,6,55,0.23351629576736543,0.7619999632312017,0,1,1,331.23443324306714
2025-03-28 08:06:19.163361,user_3,4,8,6,0.0466529431633913,0.6748194303571716,1,0,0,72.8777067301541
2025-03-28 08:21:40.177834,user_3,4,8,21,0.0033481492181084427,0.53340215275637,0,0,1,286.34977750598114
2025-03-28 08:35:56.714766,user_8,4,8,35,0.568279059246341,0.5552335942037272,0,1,1,234.41114076223994
2025-03-28 08:39:07.995487,user_2,4,8,39,0.4789119634442932,0.13221247789063456,1,1,1,24.40002468187871
2025-03-28 08:45:36.934875,user_6,4,8,45,0.5931766462381538,0.29405410660388925,1,1,1,51.376430028757326
2025-03-28 08:48:20.091896,user_10,4,8,48,0.5222333085321227,0.8809176202869252,0,1,1,98.20563432652375
2025-03-28 08:49:15.590375,user_4,4,8,49,0.8329988966084991,0.7230587104514149,1,0,1,259.0402269859925
2025-03-28 09:12:59.017580,user_8,4,9,12,0.03630727405198708,0.9445394662068328,0,0,0,54.171476268870435
2025-03-28 09:14:18.472322,user_6,4,9,14,0.5170672888390888,0.3103419091555975,1,1,1,77.55069946516006
2025-03-28 09:19:34.742571,user_8,4,9,19,0.5505070900185312,0.3282160373528493,1,1,1,47.44629057856199
2025-03-28 09:20:45.104957,user_1,4,9,20,0.9655132528770904,0.3732865506364591,0,1,1,228.63306028302043
2025-03-28 09:59:35.021978,user_8,4,9,59,0.9889120524869571,0.2559525946794256,1,0,0,150.40415179099577
2025-03-28 10:04:37.423679,user_4,4,10,4,0.4867770735056276,0.20608622825189524,1,1,0,25.764343700258312
2025-03-28 10:19:02.194548,user_2,4,10,19,0.4348994328227389,0.40203180639472497,0,0,1,68.66861114019027
2025-03-28 10:21:47.453860,user_6,4,10,21,0.20174158455351998,0.7653835404338764,1,0,0,101.5876649577012
2025-03-28 10:29:25.206905,user_7,4,10,29,0.0867419376551799,0.48866439675838214,0,1,1,119.13156076719005
2025-03-28 10:39:24.730101,user_7,4,10,39,0.10861172942514463,0.16916679899515263,0,0,1,114.34601960903026
2025-03-28 11:10:21.873099,user_6,4,11,10,0.15527008857119162,0.5461367246730455,0,1,1,198.0626725147918
2025-03-28 11:29:29.747363,user_10,4,11,29,0.3826012928126832,0.9545140568971271,1,0,1,24.660891227380986
2025-03-28 11:48:28.877234,user_4,4,11,48,0.7322742168703805,0.6628324848546185,0,0,0,290.79858264372115
2025-03-28 12:44:57.149948,user_2,4,12,44,0.6101276230871029,0.20881058614237485,0,1,1,128.78284655596264
2025-03-28 13:01:19.906230,user_2,4,13,1,0.29983719472999826,0.8659371189272413,0,0,1,144.41471955647356
2025-03-28 13:05:49.331652,user_4,4,13,5,0.6890076578977419,0.47813600199230943,0,1,0,8.435479279250549
2025-03-28 13:30:11.313701,user_7,4,13,30,0.8809152164604419,0.2523899233973767,0,0,0,102.75279953531602
2025-03-28 13:37:57.061725,user_4,4,13,37,0.7007796996071364,0.15274951206339904,1,1,1,74.99553476897059
2025-03-28 13:51:42.468437,user_1,4,13,51,0.9600806662879913,0.136180799618031,1,0,1,216.86577223654967
2025-03-28 14:21:01.292901,user_1,4,14,21,0.7277010520410523,0.18657282111306905,0,1,1,305.0423465952035
2025-03-28 14:43:02.255602,user_8,4,14,43,0.1373876686862222,0.2587672329429462,1,1,1,65.12059874798561
2025-03-28 15:36:09.599014,user_4,4,15,36,0.001796295822478533,0.10394271648152166,1,0,0,145.64333263979577
2025-03-28 16:03:38.840613,user_8,4,16,3,0.9819894360374541,0.3676506259761377,0,1,1,129.71389962953216
2025-03-28 16:30:53.837301,user_1,4,16,30,0.8792009167955882,0.7509269243833163,1,0,0,47.40630498529525
2025-03-28 16:46:32.872619,user_4,4,16,46,0.4296801973635678,0.5352316307843451,1,1,0,88.049165561821
2025-03-28 17:30:59.370043,user_8,4,17,30,0.18311925838204124,0.7694441370163219,0,0,0,158.86986465049665
2025-03-28 17:45:23.268920,user_8,4,17,45,0.5275182210724848,0.12874350457622666,1,1,0,90.46981931850205
2025-03-28 18:08:55.376101,user_5,4,18,8,0.16136177861656842,0.3393205330068789,0,0,0,114.97117833223786
2025-03-28 18:38:57.200427,user_6,4,18,38,0.5565754048980832,0.6876832167032049,0,0,0,23.97017133315103
2025-03-28 18:48:08.569746,user_6,4,18,48,0.33801991404646436,0.7958369420714198,0,0,0,293.09788881328086
2025-03-28 18:56:54.585546,user_8,4,18,56,0.9316859113978421,0.45057985822483215,1,1,1,245.55584212384653
2025-03-28 20:10:25.404262,user_9,4,20,10,0.13110946307862958,0.2908664882300526,1,0,0,45.64411630272782
2025-03-28 20:35:33.590640,user_5,4,20,35,0.013339341220598211,0.7991103283683227,1,1,0,137.21902926351527
2025-03-28 21:00:11.952184,user_8,4,21,0,0.2028419621606492,0.6825613328825062,1,0,0,179.32724566079838
2025-03-28 21:02:07.053772,user_2,4,21,2,0.006016980803068117,0.25635510378935644,0,0,1,124.09330286705658
2025-03-28 21:10:51.237919,user_8,4,21,10,0.2839910748265987,0.5021692809465083,0,0,0,188.1016699275691
2025-03-28 21:12:23.925616,user_3,4,21,12,0.1389989947222834,0.27078800815153314,1,0,0,124.75085104550027
2025-03-28 21:59:42.189391,user_9,4,21,59,0.5206999974851666,0.6754359045711444,1,0,0,152.09106187665097
2025-03-28 22:07:46.039723,user_9,4,22,7,0.514409571763792,0.401367808986144,0,0,1,47.57350178500374
2025-03-28 22:23:56.676026,user_4,4,22,23,0.32995799688753047,0.9511653025095644,0,0,1,217.88567613782087
2025-03-28 22:27:34.003591,user_8,4,22,27,0.47498207466185405,0.3801672074433782,0,0,1,185.0093469211885
2025-03-28 22:33:04.112107,user_9,4,22,33,0.6492519127092323,0.6775728148955844,0,1,0,194.5858816516803
2025-03-28 22:38:54.048202,user_9,4,22,38,0.16834649791761003,0.9464186005919399,0,1,1,164.74861741812978
2025-03-28 22:54:53.819100,user_3,4,22,54,0.49405174684880315,0.6039699730153335,1,0,0,89.59767913128287
2025-03-28 23:04:17.549130,user_5,4,23,4,0.4809107183895447,0.6560724635830795,1,0,1,46.319900108478414
2025-03-28 23:04:41.577536,user_6,4,23,4,0.7337214567615323,0.44561414496611285,0,0,0,403.5096329065014
2025-03-28 23:28:33.456747,user_2,4,23,28,0.5724729277100943,0.6685124328483121,1,1,0,191.04930710468398
2025-03-28 23:43:34.841812,user_3,4,23,43,0.2612107836745925,0.15754418629493427,1,0,1,42.00010578736778
2025-03-28 23:52:13.661880,user_4,4,23,52,0.9396772059261727,0.5782582998596131,0,0,0,432.4140428588874
2025-03-28 23:53:18.863286,user_5,4,23,53,0.05666368723530224,0.37278149724355114,0,1,1,145.10369351873385
2025-03-28 23:57:24.947050,user_5,4,23,57,0.8575833924912016,0.7141192377918336,1,0,0,473.98394189098764
2025-03-29 00:49:34.350655,user_5,5,0,49,0.9896323260423873,0.18472354648282407,0,1,1,1391.590856380929
2025-03-29 00:55:01.748698,user_8,5,0,55,0.43185925345342224,0.11918415962009943,1,1,0,551.711001306899
2025-03-29 02:34:28.294583,user_10,5,2,34,0.8286042462445299,0.10106825649688644,0,1,1,604.8200061939162
2025-03-29 02:51:35.508031,user_3,5,2,51,0.1566185242996112,0.274963705706974,1,0,0,389.9960267838378
2025-03-29 03:25:10.585303,user_6,5,3,25,0.057135742067172424,0.8892834905402799,0,1,1,221.14059754527997
2025-03-29 04:19:55.935737,user_7,5,4,19,0.3929425824159254,0.11229909302622497,1,0,1,421.36623676985664
2025-03-29 04:22:28.334004,user_4,5,4,22,0.8452518324445313,0.702778275448638,1,0,0,284.2692114708662
2025-03-29 04:56:34.469214,user_6,5,4,56,0.045153040180727966,0.946288711427748,0,0,1,630.4701444684966
2025-03-29 05:57:34.981516,user_4,5,5,57,0.41670175717262836,0.8107516393647285,1,0,0,100.72451946870981
2025-03-29 05:57:49.796468,user_2,5,5,57,0.9178770060297011,0.3606049846856974,0,1,1,1084.9053837490292
2025-03-29 06:22:00.624292,user_1,5,6,22,0.3224063422409862,0.6419233143897353,0,1,0,96.3895383666063
2025-03-29 06:26:40.673308,user_9,5,6,26,0.003244724780213315,0.9273529753896778,0,1,0,352.1934171261352
2025-03-29 06:58:22.668483,user_3,5,6,58,0.09643174856258763,0.24396373364728283,0,0,1,734.2896542461964
2025-03-29 07:23:08.044541,user_2,5,7,23,0.6836268142763495,0.7266551755407376,1,1,0,37.40051984060129
2025-03-29 07:28:42.725815,user_1,5,7,28,0.39079372723211614,0.8246984324753025,1,1,0,92.99498969188791
2025-03-29 07:38:33.436418,user_3,5,7,38,0.7928706043045777,0.7582384015207895,0,1,0,279.1533216063218
2025-03-29 07:43:09.175820,user_4,5,7,43,0.27284409967956325,0.8476086552499078,0,1,0,271.60704826303663
2025-03-29 07:48:20.399942,user_4,5,7,48,0.10148062149200543,0.7572124661441023,0,0,0,125.61726447841289
2025-03-29 07:49:30.800600,user_5,5,7,49,0.4075067159207294,0.5448178038722993,0,0,0,133.71220353489562
2025-03-29 08:04:16.070001,user_4,5,8,4,0.9125216011280232,0.3941287360802679,1,0,1,42.512282519779625
2025-03-29 08:23:24.421660,user_8,5,8,23,0.6905321253813209,0.490936919828817,0,0,0,36.724903384866984
2025-03-29 09:02:56.044154,user_10,5,9,2,0.9487609761174484,0.6467141459670369,0,0,1,99.81257876045416
2025-03-29 09:05:22.918752,user_2,5,9,5,0.6971404271745403,0.7346176333071005,1,1,1,106.3532181367964
2025-03-29 09:35:02.316267,user_1,5,9,35,0.3773664468998593,0.4370599935006,1,1,1,42.28469004998908
2025-03-29 10:15:35.231012,user_10,5,10,15,0.45645894338143955,0.44023952784794623,0,1,0,13.807080507157597
2025-03-29 10:27:31.404114,user_6,5,10,27,0.7893337519046529,0.6420152864556937,0,1,1,42.03753453514579
2025-03-29 10:31:47.862056,user_7,5,10,31,0.7911374400438292,0.15329030188893164,1,1,0,226.2280392844718
2025-03-29 10:47:52.727401,user_9,5,10,47,0.11871794779938782,0.8208303232122512,1,0,1,88.18940603162699
2025-03-29 11:15:10.153793,user_7,5,11,15,0.49818548849389876,0.48728840364802883,1,0,1,157.24478344579603
2025-03-29 11:18:51.370634,user_9,5,11,18,0.11497377761674121,0.7002933418525642,1,1,0,159.83186808497774
2025-03-29 11:30:48.668260,user_8,5,11,30,0.5306352528495664,0.49656920855131903,1,0,0,82.90539854349339
2025-03-29 11:34:50.643397,user_1,5,11,34,0.34205793289759334,0.587526818855925,1,1,0,37.394254649243905
2025-03-29 11:41:23.329076,user_3,5,11,41,0.33750890520420274,0.30274411143622376,1,0,1,136.37615100754292
2025-03-29 12:02:20.471582,user_2,5,12,2,0.2815958152942897,0.38105649803481384,1,1,0,45.25836788477153
2025-03-29 12:04:18.113222,user_1,5,12,4,0.3951656383901767,0.17005013756780032,0,0,1,146.3250233400861
2025-03-29 12:09:25.573859,user_7,5,12,9,0.9551548607376554,0.5320821295080547,1,0,0,128.50862299990803
2025-03-29 12:29:34.237166,user_10,5,12,29,0.2197693614643742,0.9858764474104297,1,0,1,19.653323224036818
2025-03-29 12:57:30.474740,user_5,5,12,57,0.559693626804765,0.9777953204836254,1,0,1,41.325241777856185
2025-03-29 13:12:23.316993,user_4,5,13,12,0.33089990796092517,0.7338082428740001,0,0,0,82.09105631585608
2025-03-29 13:30:50.002446,user_8,5,13,30,0.21438819331634362,0.742706736566628,0,0,0,112.27436110023147
2025-03-29 13:39:50.458760,user_9,5,13,39,0.27036888353903765,0.36722645421294914,0,1,1,205.42929111612224
2025-03-29 14:00:07.736518,user_9,5,14,0,0.8064341351159572,0.3507083374312821,1,1,0,98.4824175852018
2025-03-29 14:12:00.439241,user_3,5,14,12,0.33313502992391164,0.8985677078236364,0,0,1,69.37991311686436
2025-03-29 14:12:25.712279,user_6,5,14,12,0.4910598404033929,0.13386272469805469,0,1,0,36.08143496528973
2025-03-29 14:18:44.580171,user_5,5,14,18,0.9406740949116672,0.4556811810527621,1,0,0,168.1033757405677
2025-03-29 14:39:50.277209,user_9,5,14,39,0.5153837789787916,0.5867909686983096,1,1,0,149.37688883144466
2025-03-29 14:49:54.640966,user_6,5,14,49,0.2095600866246219,0.2742314258181338,0,0,0,85.14752693261994
2025-03-29 14:59:54.949785,user_4,5,14,59,0.20439862875646975,0.682818108157659,1,0,0,31.552653422917448
2025-03-29 16:19:17.169699,user_4,5,16,19,0.7229489828150104,0.5460167436487179,0,0,1,118.34368391247169
2025-03-29 16:33:54.627577,user_1,5,16,33,0.40184979209139615,0.7848672733714626,0,0,1,249.87078057863093
2025-03-29 18:03:11.730428,user_6,5,18,3,0.10095593714465456,0.32932666468459976,0,0,1,160.64293504704662
2025-03-29 18:03:32.536710,user_1,5,18,3,0.0658037311767653,0.9490482520897762,0,0,1,66.31878136506447
2025-03-29 18:38:20.632267,user_8,5,18,38,0.561604000079857,0.6753216840376698,0,1,0,113.18470095139914
2025-03-29 18:49:07.907466,user_6,5,18,49,0.5817582949698222,0.7514809212226139,0,1,0,101.33442129193169
2025-03-29 18:54:57.958507,user_6,5,18,54,0.24763299272263906,0.1423085579661274,1,1,0,218.33974703613578
2025-03-29 19:51:04.057877,user_5,5,19,51,0.35427573209335717,0.3335910372352861,0,1,0,209.05940518243727
2025-03-29 20:47:32.117263,user_10,5,20,47,0.380244712099453,0.4223682589391629,0,0,1,176.92682242938827
2025-03-29 20:55:33.288366,user_4,5,20,55,0.023675616337924477,0.1697574872416578,1,0,0,222.8355307436966
2025-03-29 21:01:35.021233,user_4,5,21,1,0.6619846184108146,0.8489813821705378,1,0,0,31.81041446749433
2025-03-29 21:37:15.254779,user_6,5,21,37,0.5193509371388503,0.13024593473853807,0,0,1,447.47728837405816
2025-03-29 21:39:14.980998,user_2,5,21,39,0.46889381243632045,0.7197030005490009,0,0,0,305.9892336181157
2025-03-29 21:46:22.523479,user_5,5,21,46,0.6623005546600761,0.17050800346464406,0,1,0,340.3319363506716
2025-03-29 21:51:07.074254,user_5,5,21,51,0.10346847427891548,0.8691477222746633,0,1,0,368.1793905642981
2025-03-29 21:52:14.806399,user_4,5,21,52,0.7231244301051243,0.6615431433349139,1,1,1,54.38034059892126
2025-03-29 22:07:02.515302,user_5,5,22,7,0.0977299665790452,0.5784608032888905,1,0,0,216.31587109703466
2025-03-29 22:21:22.054110,user_3,5,22,21,0.9109012263092207,0.4587257993432061,1,1,0,114.3378111259238
2025-03-29 22:31:05.684221,user_8,5,22,31,0.4367474537639262,0.9909230584977835,0,1,0,249.47268080691615
2025-03-29 23:04:30.793351,user_3,5,23,4,0.1817151602459831,0.8552676377750466,1,1,0,298.5355425553032
2025-03-29 23:55:12.032372,user_4,5,23,55,0.9557135252708262,0.5528780200173062,1,1,0,255.77563501559925
2025-03-30 00:14:17.213521,user_3,6,0,14,0.0009799513052513031,0.5476905188943877,0,0,1,59.88387328199848
2025-03-30 00:35:14.448782,user_6,6,0,35,0.14589853317176638,0.10912852618950712,0,1,0,824.1253291265955
2025-03-30 01:15:22.917454,user_4,6,1,15,0.5949190917754329,0.4343658108475419,0,0,1,718.0840255118633
2025-03-30 01:46:52.713394,user_1,6,1,46,0.18915481115056143,0.6136968986363288,1,0,1,248.3778476273797
2025-03-30 02:16:46.875353,user_1,6,2,16,0.01451820788218805,0.5608545403512104,1,1,0,454.64450588390645
2025-03-30 02:28:43.689396,user_4,6,2,28,0.4334404931994559,0.9355119416402449,1,0,1,363.1841580845251
2025-03-30 02:40:00.832907,user_5,6,2,40,0.9804151702579241,0.17884626296139353,1,1,0,460.628571093428
2025-03-30 02:55:19.634210,user_6,6,2,55,0.4878140009305685,0.8286089137423938,0,0,1,307.67611511155883
2025-03-30 03:06:09.839004,user_1,6,3,6,0.5116802437738,0.5197747331892754,0,1,1,45.29978460025939
2025-03-30 03:25:55.702444,user_5,6,3,25,0.6408085476815301,0.2980617886656064,1,1,1,377.547844988556
2025-03-30 03:59:56.360966,user_3,6,3,59,0.5556757298472091,0.9583000088849583,0,1,1,704.126946931876
2025-03-30 04:46:18.313038,user_3,6,4,46,0.6566525189810586,0.9111006897644692,1,1,1,214.53994883409962
2025-03-30 05:06:10.725231,user_2,6,5,6,0.45360558910503623,0.5213815516605477,1,0,0,53.74401362816324
2025-03-30 06:10:44.555126,user_4,6,6,10,0.65214505727324,0.17820508049643446,0,1,0,522.1126131016384
2025-03-30 06:25:37.430078,user_9,6,6,25,0.5054407951696639,0.747132866373656,1,0,0,253.08214384768476
2025-03-30 06:36:48.600478,user_8,6,6,36,0.7338262589269954,0.6778502547999777,1,0,0,525.7952667016444
2025-03-30 06:41:21.107620,user_8,6,6,41,0.001240046759014679,0.5169416412678768,0,1,1,671.1774698989584
2025-03-30 06:46:55.634379,user_6,6,6,46,0.8673168244406346,0.985589395147985,0,1,0,770.8607346618928
2025-03-30 07:44:32.425224,user_6,6,7,44,0.8501755448735087,0.30435191753962293,0,0,0,532.4118714830665
2025-03-30 07:50:48.784094,user_4,6,7,50,0.9253977305264056,0.4300838321821567,1,1,1,231.844228670199
2025-03-30 08:06:40.601835,user_6,6,8,6,0.0028453761749369644,0.888211381815044,1,0,0,192.00193604552624
2025-03-30 09:24:23.374434,user_8,6,9,24,0.30147599708523176,0.23348702216610717,0,1,0,223.769405250622
2025-03-30 09:35:39.052607,user_9,6,9,35,0.7948783661616367,0.2580686252666878,1,1,1,174.34759105302703
2025-03-30 10:16:11.562884,user_5,6,10,16,0.14365890637358292,0.7603605534007681,0,0,1,215.0332975365333
2025-03-30 10:22:09.292008,user_2,6,10,22,0.8842745819604572,0.2158123491326545,1,0,1,13.263675962002319
2025-03-30 10:27:53.204583,user_1,6,10,27,0.11672961377236335,0.9879006953492712,1,1,1,78.10591968510793
2025-03-30 10:29:51.181270,user_6,6,10,29,0.7037308212099354,0.48142841348455373,1,1,0,141.30655091047996
2025-03-30 10:33:01.911985,user_2,6,10,33,0.27762522014975566,0.6451845801676924,0,1,1,245.16108746918073
2025-03-30 10:51:58.814073,user_4,6,10,51,0.7535973235866459,0.4983156146743066,1,0,0,20.18690209277952
2025-03-30 10:59:32.891049,user_5,6,10,59,0.2457994014203012,0.4630479380690941,1,0,0,76.10868388715232
2025-03-30 11:09:12.285714,user_1,6,11,9,0.7275988486951169,0.19177382618817618,1,0,1,214.39891196726703
2025-03-30 11:39:37.447387,user_5,6,11,39,0.4378251954974466,0.49319588825784866,0,1,1,257.4268434892726
2025-03-30 11:49:06.880268,user_9,6,11,49,0.0792131534406092,0.990174837865587,0,0,0,100.24144328564059
2025-03-30 11:52:35.103560,user_9,6,11,52,0.6217939967343529,0.9877658311073672,0,1,0,182.55907885872512
2025-03-30 12:12:48.043232,user_1,6,12,12,0.3093004536647441,0.9217923904295893,0,0,0,66.46133519309198
2025-03-30 12:33:59.560505,user_6,6,12,33,0.3539088283282127,0.2762893205772196,1,1,0,129.35559505715827
2025-03-30 14:08:20.048946,user_3,6,14,8,0.6504394579593986,0.1463878292396329,1,0,1,149.81408147752828
2025-03-30 14:22:20.534136,user_10,6,14,22,0.1823573815173316,0.8611025222913818,0,1,0,152.57908675407242
2025-03-30 14:28:39.411522,user_9,6,14,28,0.5129755528984422,0.9394935835097524,1,0,1,13.02143583051239
2025-03-30 14:38:20.427599,user_8,6,14,38,0.26135213818100256,0.9341252424613692,1,1,1,92.83399840404644
2025-03-30 15:16:58.654484,user_3,6,15,16,0.80843607676439,0.3188425760771897,1,1,0,109.51119648795864
2025-03-30 16:33:47.572212,user_2,6,16,33,0.2861412326815017,0.8750890330636141,0,0,1,88.00566990937362
2025-03-30 16:55:33.709852,user_3,6,16,55,0.9408063614761293,0.11838161145701424,0,0,0,486.49699724068313
2025-03-30 17:13:16.455437,user_6,6,17,13,0.8495351127975247,0.704534319336666,0,0,0,223.8374726703272
2025-03-30 18:14:45.274605,user_9,6,18,14,0.996979554949223,0.10746384104668623,0,1,1,613.4973893900319
2025-03-30 19:47:42.749853,user_8,6,19,47,0.6669519298778,0.6390085932803646,1,1,1,190.74605658476054
2025-03-30 19:58:57.727411,user_7,6,19,58,0.2075889777338269,0.557835522833607,1,1,1,80.71277862665109
2025-03-30 20:04:08.567913,user_5,6,20,4,0.32060750129507065,0.4712686034566261,0,0,0,94.19423584761586
2025-03-30 20:06:32.450477,user_4,6,20,6,0.6113264669238303,0.7295359385044945,1,1,0,143.32974515896572
2025-03-30 20:57:24.674319,user_2,6,20,57,0.6697035695632394,0.7261671778292457,1,0,0,170.60504521385164
2025-03-30 21:01:23.953347,user_1,6,21,1,0.04432256386189015,0.16074815067892703,0,0,1,294.61950214088574
2025-03-30 21:33:17.222706,user_7,6,21,33,0.7670651513199296,0.40624582377623714,1,1,0,19.439402086006858
2025-03-30 21:44:18.140937,user_4,6,21,44,0.49479363536049537,0.8258897234078371,0,0,0,272.59348317174465
2025-03-30 22:06:53.930944,user_2,6,22,6,0.5516625718280136,0.9402856951123377,0,0,0,387.81610457262013
2025-03-30 22:15:32.039137,user_1,6,22,15,0.6287428594035942,0.29100720029771593,1,1,1,16.154847143856514
2025-03-30 22:34:12.135333,user_10,6,22,34,0.9851540538639735,0.4693502014763885,1,0,0,302.3625361480336
2025-03-30 22:38:03.831222,user_8,6,22,38,0.6987489940281009,0.2904223209061843,1,1,1,154.4957022734361
2025-03-30 23:04:54.366123,user_6,6,23,4,0.3211987843218963,0.3651271237713103,1,0,1,94.67802635280201
2025-03-30 23:08:30.502539,user_3,6,23,8,0.8677242409469391,0.3262486686599386,0,0,0,612.3439676278564
2025-03-30 23:30:45.846797,user_8,6,23,30,0.01822196948171506,0.847259851224522,0,0,0,428.9404928434542
